scorer,ryan,ryan,ryan,ryan,ryan,ryan,ryan,ryan,ryan,ryan,ryan,ryan,ryan,ryan,ryan,ryan,ryan,ryan,ryan,ryan
bodyparts,nose,nose,leftear,leftear,rightear,rightear,tailstart,tailstart,tailend,tailend,rightfrontpaw,rightfrontpaw,leftfrontpaw,leftfrontpaw,rightrearpaw,rightrearpaw,leftrearpaw,leftrearpaw,collar,collar
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/IMG_7576/img0058.png,131.72316240333134,193.1617773230221,177.7538964901844,140.1949052230816,116.5897703747769,140.1949052230816,377.010224866151,149.65327524092817,450.7855110053539,198.20624133254026,202.34565853658535,271.3509694705533,215.58737656157047,298.46496352171334,318.3683307555026,248.65088142772169,358.093484830458,272.61208547293285,209.91235455086255,137.67267321832253
labeled-data/IMG_7576/img0158.png,202.2323774328652,151.76616210889384,241.17793052475974,127.16897068243412,,,228.87933481152987,196.3485715693521,239.640606060606,297.29954471544715,277.0488346883468,225.04529490022173,,,252.96408474993834,291.15024685883225,210.94388272973634,328.0460339985218,265.2626804631682,138.95512490761274
labeled-data/IMG_7576/img0352.png,,,288.24103419013977,96.34119153595572,330.24809668500717,103.03796961484767,263.28031589608815,286.89496778078893,284.58824614710784,353.86274856970795,,,,,312.5929544770194,266.1958355369412,,,285.19704415427987,132.2602739591032
labeled-data/IMG_7576/img0393.png,381.70515835865433,94.92825457830338,368.0926101119597,64.30002102324056,328.3893443924338,77.34537975965617,242.74372834031368,246.36785382278072,196.8013780077194,312.1618370151379,316.478364676576,231.0537370452493,316.478364676576,215.17243075743895,307.9705220223919,246.93504333305964,,,308.53771153267087,100.60014968109277
labeled-data/IMG_7576/img0445.png,262.63137418203434,134.64288199881025,253.80542772159416,93.30029068411665,218.96616537775125,102.59076064247475,128.84860678167752,231.26376956573466,46.62794765020818,262.3868439262344,205.49498393813198,240.5542395240928,224.0759238548482,224.76044059488402,183.1978560380725,249.380185984533,,,200.385225461035,117.45551257584773
labeled-data/IMG_7576/img0502.png,332.62864247471737,155.07004030933965,,,291.4408923259964,126.28823900059484,147.53188578227244,105.44624494943483,78.05857227840568,103.46129313503863,215.516485425342,209.1599772516359,309.3054586555621,213.1298808804283,114.2839428911362,189.31045910767398,196.16320523497913,196.25779045806064,268.61394646044016,109.91238653182626
labeled-data/IMG_7576/img0513.png,339.487493158834,160.10422776918503,306.27686139202854,121.11783395597857,298.0945318262938,138.92643359904818,137.8171350386674,114.86075840571087,93.53629268292674,87.90720218917309,274.99148364069,234.22650736466392,199.90657703747763,204.38507012492568,157.06967519333722,211.60477268292686,161.88281023200466,194.27748654372397,262.47733254015463,123.04308797144557
labeled-data/IMG_7576/img0601.png,,,347.67968352171323,95.25072437834623,377.48194408090416,103.5953573349197,235.62318381915526,131.0134370493754,187.54220345032718,117.50307892920881,310.3275169541939,215.25449356335514,367.5478572278405,202.14149891731114,204.62883283759666,218.83076483045807,282.9094372397382,211.67822229625222,335.75877929803687,113.1320807138608
labeled-data/IMG_7576/img0848.png,341.0681522903033,125.74732364069013,297.39734681737053,130.59963535990485,315.72830220107073,140.30425879833436,198.73367519333726,205.0017483878644,137.81020582986315,207.69747712076148,392.2869982153479,221.71526653182633,371.26031409875065,194.7579792028555,,,258.0397073170731,184.51421001784655,287.15357763236165,175.8878780725759
labeled-data/IMG_7576/img0920.png,360.2378084473526,121.98481656157054,313.09147174301,125.00701763236174,336.0601998810231,136.49138170136828,201.2700321237358,228.97073446757886,111.81288042831645,241.05953875074366,415.8463081499106,219.29969104104705,375.9532540154668,189.07768033313508,,,248.41636882807845,192.70432161808452,301.0026674598452,182.42883797739447
labeled-data/IMG_7576/img1006.png,,,235.0063173742848,71.96597049081606,275.81330322192105,54.4772622704005,406.1836735922914,179.0180632339657,472.95874134296895,263.28183920505876,,,,,332.5191147244806,195.97681059921712,322.97981933152664,216.1153230954532,291.7121288768443,94.22432640770856
labeled-data/IMG_7576/img1045.png,219.645494348602,197.17243535990482,232.14285544318855,148.3732158477097,198.2214467578822,150.7536655800119,411.2716977989291,148.3732158477097,495.18255086258165,139.44652935157646,,,,,359.4969161213562,197.17243535990482,377.9454015466983,215.62092078524688,254.1620154669839,121.59315635930997
labeled-data/IMG_7576/img1055.png,270.2988102320047,213.49476235574062,279.4624223676383,172.83123350386674,227.91710410469955,182.5675713979774,422.07113622843536,133.31315616894705,473.04372873289697,97.80415914336703,233.64436168947051,132.16770465199284,,,378.543978584176,181.99484563950028,403.17118619869115,202.04024718619866,265.7170041641879,126.44044706722187
labeled-data/IMG_7576/img1346.png,213.1105116202677,67.30003744764724,224.23530973693573,84.54347452848265,257.0534641811064,72.30619660014781,287.64665900194353,246.4092871260026,299.327697024445,304.81447723850977,,,232.57890832443675,219.1535317401659,,,247.5973857819386,234.72824910350116,264.8408228627741,121.8115482193206
